ID,coffee_in_cafe,cost_beer,cost_coworking,cost_expat,cost_nomad,female_friendly,fragile_states_index,free_wifi_available,freedom_score,friendly_to_foreigners,internet_speed,latitude,leisure,lgbt_friendly,life_score,longitude,nightlife,nomadScore,nomad_score,peace_score,place,places_to_work,press_freedom_index,racism,safety,weed,City,Temperature (Celsius),Wind Speed (m/s),Latitude,Longitude,Description,Country,Rank_x,Visa-Free Access,GDP per capita (USD),  Dwellings without basic facilities,  Housing expenditure,  Rooms per person,  Household net adjusted disposable income,  Household net wealth,  Labour market insecurity,  Employment rate,  Long-term unemployment rate,  Personal earnings,  Quality of support network,  Educational attainment,  Student skills,  Years in education,  Air pollution,  Water quality,  Stakeholder engagement for developing regulations,  Voter turnout,  Life expectancy,  Self-reported health,  Feeling safe walking alone at night,  Homicide rate,  Employees working very long hours,  Time devoted to leisure and personal care,  Life satisfaction,MostDangerousCountriesForWomen_WomenPeaceAndSecurityIndex_Score_2023,MostDangerousCountriesForWomen_WomensDangerIndexWDI_TotalScore_2019,MostDangerousCountriesForWomen_WDIStreetSafety_2019,MostDangerousCountriesForWomen_WDIIntentionalHomicide_2019,MostDangerousCountriesForWomen_WDINonPartnerViolence_2019,MostDangerousCountriesForWomen_WDIIntimatePartnerViolence_2019,MostDangerousCountriesForWomen_WDILegalDiscrimination_2019,MostDangerousCountriesForWomen_WDIGlobalGenderGap_2019,MostDangerousCountriesForWomen_WDIGenderInequality_2019,MostDangerousCountriesForWomen_WDIAttitudesTowardViolence_2019,Rank_y,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Year,GDP (in Trillions USD),GDP per Capita (in USD),Inflation Rate (%),Population (in Millions),Population Growth Rate (%),Urban Population (%),Life Expectancy (Years),Healthcare Expenditure per Capita (USD),Doctor-to-Patient Ratio,Literacy Rate (%),Education Expenditure as % of GDP,Internet Penetration (%),Smartphone Adoption (%),Energy Consumption (TWh),Renewable Energy Share (%),Military Expenditure (in Billion USD),Number of Active Military Personnel,CO2 Emissions (Million Metric Tons),Forest Coverage (%),Number of Airports,Road Network Length (in km),Public Transport Usage (%),Human Development Index (HDI),Gender Equality Index,Poverty Rate (%),Number of International Visitors (in Millions),Tourism Revenue (in Billion USD),Agricultural Land (%),Unemployment Rate (%),Labor Force Participation Rate (%),"Crime Rate (per 100,000)",Corruption Perception Index,Freedom of Press Index,Voting Participation Rate (%),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Population, total",Population growth (annual %),"Life expectancy at birth, total (years)","Mortality rate, infant (per 1,000 live births)"
221,4,4,150,2100,2586,1,34,1,0.6,0.8,20,30.3321838,0.8,0.6,0.83,-81.655651,0.6,0.73,0.73,0.8,Jacksonville,0.4,22.49,0.8,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.61,1.61,149.47,1120,1487,0.8,44.9,0.4,0.8,0.6,32,48.1458923,0.6,0.4,0.75,17.1071373,0.6,0.73,0.73,0.8,Bratislava,0.6,13.26,0,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,2.36,2.36,25,676,1542,0.75,77.3,0.75,0.2,0.75,12,36.9914,0.75,0.2,0.71,35.3308,0.6,0.73,0.73,0.4,Adana,0.6,50.76,0.56,0.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,5,5,350,2665,2959,0.8,34,0.6,0.6,1,61,46.8771863,0.6,0.6,0.81,-96.7898034,0.6,0.73,0.73,0.8,Fargo,0.4,22.49,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,4.5,4.5,39,1862,2421,1,34,1,0.6,1,35,36.7468422,0.4,0.8,0.84,-119.7725868,1,0.73,0.73,0.8,Fresno,0.4,22.49,0.8,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,3.76,3.76,305.67,2065,3086,1,18.8,1,1,0.8,32,61.4981508,0.8,0.8,0.83,23.7610254,0.8,0.73,0.73,1,Tampere,0.8,8.59,0.8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,5.91,5.91,481.75,1980,2951,0.8,64,0.4,0.8,0.4,20,35.166667,0.8,0.6,0.71,33.366667,0.8,0.73,0.73,0.6,Nicosia,0.4,18.26,0.6,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,3.62,3.62,451.95,1782,2373,0.6,45.1,0.8,0.8,0.8,5,9.658333,1,0.8,0.77,-82.752778,0.6,0.73,0.73,0.8,Puerto Viejo,0.4,11.1,0.8,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1.81,1.81,116.08,889,2041,0.6,70.4,0.4,0.2,1,11,25.6866142,0.6,0.4,0.72,-100.3161126,0.6,0.73,0.73,0.6,Monterrey,0.6,49.33,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.45,1.45,118.01,818,1716,0.6,70.4,0.6,0.2,1,0,20.5887932,0.8,0.6,0.72,-100.3898881,0.76,0.73,0.73,0.6,Queretaro,0.4,49.33,0,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,5,5,215,2405,3386,0.8,34,0.4,0.6,0.8,28,39.165325,0.6,0.8,0.81,-86.5263857,0.6,0.73,0.73,0.8,Bloomington,0.4,22.49,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,5.54,5.54,350.08,2454,3170,1,23.8,0.8,0.8,1,0,43.45,1,1,0.84,-80.483333,0.4,0.73,0.73,1,Kitchener,0.4,15.26,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,6.45,6.45,215.07,1784,2827,0.8,34.5,1,0.6,0.8,27,45.188529,0.6,0.8,0.8,5.724524,1,0.73,0.73,0.8,Grenoble,0.4,23.83,0.6,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1.07,1.07,87.36,939,1916,0.8,52.4,0.8,0.6,0.8,45,44.119371,0.4,0.42,0.75,15.2313648,0.4,0.73,0.73,0.8,Zadar,0.8,27.91,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1.61,1.61,129.04,1624,3073,0.8,39.8,0.4,0.8,0.8,10,28.7315,1,0.82,0.81,-13.8688,0.44,0.73,0.73,0.8,Corralejo,0.8,19.92,0.62,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,7.5,7.5,295,3150,3943,0.6,34,0.8,0.6,0.6,17,39.2903848,0.6,0.38,0.75,-76.6121893,0.6,0.73,0.73,0.8,Baltimore,0.8,22.49,0.4,0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1.61,1.61,129.04,1079,1565,0.8,44.9,0.6,0.8,0.6,12,48.7210053,0.8,0.2,0.74,21.2577999,0.4,0.73,0.73,0.8,Kosice,0.4,13.26,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,4.84,4.84,182.81,1663,2383,0.8,39.8,0.6,0.8,0.8,0,43.3623436,0.6,0.4,0.79,-8.4115401,0.6,0.73,0.73,0.8,A Coruna,0.4,19.92,0.4,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,4,4,401.38,2186,2593,0.6,34,0.8,0.6,0.6,26,37.6986795,0.6,0.6,0.81,-97.6241447,0.6,0.73,0.73,0.8,Wichita,0.6,22.49,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,2.56,2.56,119.27,1148,2198,0.8,40.7,0.8,0.6,0.6,27,53.4285438,0.42,0.6,0.76,14.5528116,0.6,0.73,0.73,0.8,Szczecin,0.4,23.89,0.4,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,2.62,2.62,131.1,1075,1988,0.4,65.3,0.4,0.4,0.8,8,-25.4200388,0.6,0.6,0.68,-49.2650973,1,0.73,0.73,0.6,Curitiba,0.8,32.62,0.8,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,5.32,5.32,212.69,2776,3139,0.8,21.2,0.6,1,0.8,15,63.4305149,0.8,0.6,0.82,10.3950528,0.8,0.73,0.73,1,Trondheim,0.4,8.79,0.8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,3.23,3.23,102.16,1314,1908,0.6,33.9,0.6,0.6,1,14,46.0569465,0.6,0.6,0.79,14.5057515,0.8,0.73,0.73,0.8,Ljubljana,0.8,22.26,0,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,5,5,100,2371,3316,0.6,34,0,0.6,0.6,30,41.49932,0.6,0.6,0.79,-81.6943605,0.8,0.73,0.73,0.8,Cleveland,0.4,22.49,0.8,0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1.83,1.83,121.7,1108,1929,0.8,40.7,0.44,0.6,0.6,25,51.2464536,0.6,0.6,0.76,22.5684463,0.6,0.73,0.73,0.8,Lublin,0.4,23.89,0.4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,4.3,4.3,268.83,1783,2218,1,28.6,0.2,0.8,0.8,21,50.927054,0.6,1,0.8,11.5892372,1,0.73,0.73,1,Jena,0.4,14.8,0.8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,6,6,250,2765,2618,0.6,34,0.6,0.6,1,16,18.3848264,0.6,0.8,0.78,-66.0583415,1,0.73,0.73,0.8,San Juan,0.4,22.49,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1.21,1.21,98.38,1412,1611,0.62,70.4,0.6,0.2,1,0,20.653407,0.8,0.8,0.74,-105.2253316,1,0.73,0.73,0.6,Puerto Vallarta,0.4,49.33,0,0.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1.54,1.54,123.08,1051,2152,0.6,48.4,0.4,0.6,0.6,12,-37.9798584,0.8,0.8,0.69,-57.5897942,0.4,0.73,0.73,0.8,Mar del Plata,0.4,25.09,0.8,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,3.32,3.32,147.71,1797,2060,1,23.8,0.8,0.8,1,0,43.8970929,0.6,1,0.8,-78.8657912,0.6,0.72,0.72,1,Oshawa,0.4,15.26,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,4.3,4.3,127.96,1808,2342,0.8,43.1,0.6,0.6,1,12,44.4056499,0.8,1,0.77,8.946256,1,0.72,0.72,0.8,Genoa,0.4,28.93,0.45,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1.57,1.57,95.59,835,1160,1,,1,0.6,1,9,22.6272784,0.6,0.8,0.82,120.3014353,0.6,0.72,0.72,,Kaohsiung,0.4,24.37,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,2.75,2.75,148.59,1096,2037,0.6,53.7,1,0.4,0.8,20,42.6977082,0.6,0.2,0.71,23.3218675,0.8,0.72,0.72,0.8,Sofia,0.8,34.46,0.4,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,4,4,486.78,4988,4499,0.8,34,0.8,0.6,0.8,27,24.5646035,1,0.8,0.87,-81.8152815,1,0.72,0.72,0.8,Key West,0.8,22.49,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,6.62,6.62,92.52,2245,2216,0.8,35.1,0.4,0.6,0.6,13,26.2112223,0.6,0.6,0.8,127.6176341,0.4,0.72,0.72,0.8,Naha,1,28.67,0.6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,4.3,4.3,168.83,1718,2371,0.8,39.8,0.4,0.8,1,0,36.721261,0.64,0.4,0.78,-4.4212655,0.64,0.72,0.72,0.8,Malaga,0.4,19.92,0.45,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,0,0,251.44,1921,1398,0.8,,0.8,0.6,0.6,5,23.1503761,0.8,0.6,0.79,120.0656768,0.6,0.72,0.72,,,0.6,24.37,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1.08,1.08,129.04,1049,1779,1,43.4,1,0.8,1,24,58.3776252,0.4,0.8,0.76,26.7290063,0.4,0.72,0.72,0.8,Tartu,0.4,14.31,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,8.06,8.06,645.2,3384,3972,0.6,43.1,0.2,0.6,0.8,10,41.8723889,1,0.2,0.76,12.4801802,0.6,0.72,0.72,0.8,Rome,0.8,28.93,0.4,0.6,0,Rome,26.09,3.6,34.257,-85.1647,broken clouds,Italy,2nd,192,39580,0.6,22.5,1.4,29431,295020,8.6,58,4.8,37769,89,63,477,17,15.9,77,2.5,73,83.6,73,73,0.5,3.3,16.47,6.5,0.827,323.19,59,5,29,42,22,74,17,11,26,56.2,19.2,38.5,57,53.3,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,8.31,8.31,296.9,3192,3605,1,23.8,0.8,0.8,1,0,49.69349,1,1,0.84,-112.84184,0.79,0.72,0.72,1,Lethbridge,0.82,15.26,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,5,5,200,2969,3191,0.8,34,0.6,0.6,0.8,52,41.5048158,0.6,0.8,0.8,-73.9695832,0.4,0.72,0.72,0.8,Beacon,0.4,22.49,0.8,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,5.54,5.54,274.74,2172,3258,1,23.8,0.8,0.8,1,0,49.8879519,1,0.8,0.84,-119.4960106,0.6,0.72,0.72,1,Kelowna,0.4,15.26,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,6.24,6.24,249.5,2488,3881,0.8,,0.4,,0.8,19,36.1407734,0.6,0.44,0.79,-5.3535994,0.6,0.72,0.72,,Gibraltar,0.6,,0.6,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,0.78,0.78,62.01,705,543,0.2,75.5,0.6,0.4,1,13,49.839683,0.6,0.2,0.62,24.029717,0.4,0.72,0.72,0.4,Lviv,0.8,32.93,0.4,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,5,5,450,2934,3498,1,34,0.8,0.6,0.8,29,42.2808256,0.4,0.6,0.81,-83.7430378,0.6,0.72,0.72,0.8,Ann Arbor,0.4,22.49,0.8,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2.69,2.69,268.83,1762,1893,0.6,43.1,1,0.6,1,13,44.494887,0.6,0.6,0.72,11.3426163,0.6,0.72,0.72,0.8,Bologna,0.4,28.93,0.4,0.6,0,Bologna,12.93,1.03,44.4667,11.4333,scattered clouds,Italy,2nd,192,39580,0.6,22.5,1.4,29431,295020,8.6,58,4.8,37769,89,63,477,17,15.9,77,2.5,73,83.6,73,73,0.5,3.3,16.47,6.5,0.827,323.19,59,5,29,42,22,74,17,11,26,56.2,19.2,38.5,57,53.3,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1,1,104.48,738,1328,0.6,78.9,0.6,0.6,1,15,41.716667,0.6,0.2,0.71,44.783333,0.44,0.72,0.72,0.4,Tbilisi,0.4,27.96,0.4,0.8,0,Tbilisi,16.84,1.54,41.6941,44.8337,clear sky,Georgia,45th,122,,,,,,,,,,,,,,,,,,,,,,,,,,0.812,,,,,,,,,,81,33.4,13.7,23.9,33.3,31.6,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2.12,2.12,113.04,1100,1134,0.2,78.8,0.6,0.2,1,9,12.9276,0.8,1,0.66,100.8771,0.8,0.72,0.72,0.4,Pattaya,0.4,44.53,0.4,0.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,5.38,5.38,190.23,2133,3037,0.6,43.1,0.6,0.6,0.6,11,45.5796408,0.6,0.4,0.77,9.2059469,0.6,0.72,0.72,0.8,Monza,0.8,28.93,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,4,4,457.5,6905,3674,0.6,34,0.8,0.6,0.8,41,40.3439888,0.6,0.6,0.8,-74.6536368,0.8,0.72,0.72,0.8,Princeton,1,22.49,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,4.24,4.24,273.35,1973,2712,1,22.6,0.4,0.8,0.78,0,55.604981,0.8,0.6,0.8,13.003822,0.8,0.72,0.72,1,Malmo,0.4,12.33,0.8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,2.12,2.12,63.51,1254,2271,0.2,78,0.6,0.2,1,5,31.9565783,0.6,0.2,0.68,35.9456951,0.6,0.72,0.72,0.4,Amman,0.8,44.49,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,5.91,5.91,480.48,2920,3735,1,21.2,0,1,0.8,32,62.4722284,0.6,1,0.82,6.149482,0.6,0.72,0.72,1,Aalesund,0.6,8.79,0.8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,6,6,299,3327,3300,0.8,34,0.8,0.6,1,5,26.7153424,0.8,0.8,0.81,-80.0533746,1,0.72,0.72,0.8,West Palm Beach,0.4,22.49,0.8,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2.69,2.69,268.83,1645,2143,0.6,42.4,0.6,0.8,1,13,54.6871555,1,0.44,0.75,25.2796514,0.6,0.71,0.71,0.8,Vilnius,0.4,19.95,0.8,0.8,0,Vilnius,11.49,3.09,54.6892,25.2798,clear sky,Lithuania,9th,185,28407,11.8,18.4,1.5,26976,182039,,72,2.5,31811,89,94,480,18,10.5,83,2.4,57,76.4,46,62,2.5,1,,6.4,0.886,,,,,,,,,,41,47.1,15.6,31.9,44.2,43.5,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,10.03,10.03,816.49,4407,5381,0.8,21.8,0.6,0.8,1,25,46.1983922,0.8,0.8,0.87,6.1422961,0.6,0.71,0.71,1,Geneva,0.8,11.76,0.6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,4.37,4.37,37.43,1827,2635,0.8,32.4,0.6,0.6,1,0,52.6368778,0.93,0.6,0.79,-1.1397592,0.8,0.71,0.71,0.8,Leicester,0.4,21.7,1,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,5,5,200,2420,3188,0.8,34,0.6,0.6,0.8,22,39.768403,0.6,0.8,0.78,-86.158068,0.4,0.71,0.71,0.8,Indianapolis,0.4,22.49,0.8,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,5,5,524.6,5914,3545,0.6,34,0.8,0.6,0.6,33,33.6738949,0.6,0.8,0.81,-112.1386422,0.8,0.71,0.71,0.8,Scottsdale,0.6,22.49,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,0.69,0.69,92.16,988,1330,0.4,66.1,0.6,0.2,0.38,3,3.139003,0.4,0.2,0.72,101.686855,0.2,0.71,0.71,0.6,Kuala Lumpur,1,46.57,0,0.6,0,Kuala Lumpur,26.07,1.54,3.1431,101.6865,few clouds,Malaysia,11th,183,,,,,,,,,,,,,,,,,,,,,,,,,,0.738,527.64,72,8,30,66,69,79,55,69,94,30,7.7,19.3,36.3,18.9,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,4.9,4.9,590.48,2533,3312,0.8,34,0.6,0.6,0.6,20,36.1519752,0.8,0.6,0.82,-96.1581975,0.6,0.71,0.71,0.8,Tulsa,0.4,22.49,0.6,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,4.3,4.3,106.46,1495,2230,1,28.6,0.8,0.8,1,26,51.0504088,0.6,0.8,0.83,13.7372621,0.8,0.71,0.71,1,Dresden,0.4,14.8,0.8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6.45,6.45,161.3,2798,3282,1,22.5,0.6,0.8,0.8,28,53.270668,0.8,0.6,0.86,-9.0567905,0.8,0.71,0.71,1,Galway,0.4,12.4,1,0.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
